Month of Eligibility,County,Dual Status,Total Eligibles,Annotation Code,Annotation Description,Status,Date of Data
2023-06,Yuba,Dual,"4,405",,,F,03JUN2024
2023-06,Yuba,Non-Dual,"35,654",,,F,03JUN2024
2023-05,Alameda,Dual,"68,743",,,F,09MAY2024
2023-05,Alameda,Non-Dual,"444,131",,,F,09MAY2024
2023-05,Alpine,Dual,42,,,F,09MAY2024
2023-05,Alpine,Non-Dual,313,,,F,09MAY2024
2023-05,Amador,Dual,"1,457",,,F,09MAY2024
2023-05,Amador,Non-Dual,"8,782",,,F,09MAY2024
2023-05,Butte,Dual,"11,899",,,F,09MAY2024
2023-05,Butte,Non-Dual,"77,906",,,F,09MAY2024
2023-05,Calaveras,Dual,"1,984",,,F,09MAY2024
2023-05,Calaveras,Non-Dual,"13,038",,,F,09MAY2024
2023-05,Colusa,Dual,"1,257",,,F,09MAY2024
2023-05,Colusa,Non-Dual,"10,685",,,F,09MAY2024
2023-05,Contra Costa,Dual,"37,829",,,F,09MAY2024
2023-05,Contra Costa,Non-Dual,"303,828",,,F,09MAY2024
2023-05,Del Norte,Dual,"1,955",,,F,09MAY2024
2023-05,Del Norte,Non-Dual,"11,504",,,F,09MAY2024
2023-05,El Dorado,Dual,"5,673",,,F,09MAY2024
2023-05,El Dorado,Non-Dual,"40,173",,,F,09MAY2024
2023-05,Fresno,Dual,"47,675",,,F,09MAY2024
2023-05,Fresno,Non-Dual,"517,925",,,F,09MAY2024
2023-05,Glenn,Dual,"1,703",,,F,09MAY2024
2023-05,Glenn,Non-Dual,"13,246",,,F,09MAY2024
2023-05,Humboldt,Dual,"7,870",,,F,09MAY2024
2023-05,Humboldt,Non-Dual,"57,890",,,F,09MAY2024
2023-05,Imperial,Dual,"16,209",,,F,09MAY2024
2023-05,Imperial,Non-Dual,"96,467",,,F,09MAY2024
2023-05,Inyo,Dual,866,,,F,09MAY2024
2023-05,Inyo,Non-Dual,"5,983",,,F,09MAY2024
2023-05,Kern,Dual,"41,571",,,F,09MAY2024
2023-05,Kern,Non-Dual,"481,333",,,F,09MAY2024
2023-05,Kings,Dual,"6,094",,,F,09MAY2024
2023-05,Kings,Non-Dual,"66,245",,,F,09MAY2024
2023-05,Lake,Dual,"5,738",,,F,09MAY2024
2023-05,Lake,Non-Dual,"32,113",,,F,09MAY2024
2023-05,Lassen,Dual,"1,324",,,F,09MAY2024
2023-05,Lassen,Non-Dual,"8,701",,,F,09MAY2024
2023-05,Los Angeles,Dual,"539,738",,,F,09MAY2024
2023-05,Los Angeles,Non-Dual,"4,218,553",,,F,09MAY2024
2023-05,Madera,Dual,"6,837",,,F,09MAY2024
2023-05,Madera,Non-Dual,"81,934",,,F,09MAY2024
2023-05,Marin,Dual,"6,475",,,F,09MAY2024
2023-05,Marin,Non-Dual,"53,786",,,F,09MAY2024
2023-05,Mariposa,Dual,932,,,F,09MAY2024
2023-05,Mariposa,Non-Dual,"5,581",,,F,09MAY2024
2023-05,Mendocino,Dual,"5,586",,,F,09MAY2024
2023-05,Mendocino,Non-Dual,"40,130",,,F,09MAY2024
2023-05,Merced,Dual,"13,792",,,F,09MAY2024
2023-05,Merced,Non-Dual,"149,129",,,F,09MAY2024
2023-05,Modoc,Dual,705,,,F,09MAY2024
2023-05,Modoc,Non-Dual,"3,432",,,F,09MAY2024
2023-05,Mono,Dual,253,,,F,09MAY2024
2023-05,Mono,Non-Dual,"3,808",,,F,09MAY2024
2023-05,Monterey,Dual,"16,127",,,F,09MAY2024
2023-05,Monterey,Non-Dual,"212,991",,,F,09MAY2024
2023-05,Napa,Dual,"4,818",,,F,09MAY2024
2023-05,Napa,Non-Dual,"35,467",,,F,09MAY2024
2023-05,Nevada,Dual,"3,893",,,F,09MAY2024
2023-05,Nevada,Non-Dual,"27,071",,,F,09MAY2024
2023-05,Orange,Dual,"120,500",,,F,09MAY2024
2023-05,Orange,Non-Dual,"964,037",,,F,09MAY2024
2023-05,Placer,Dual,"9,611",,,F,09MAY2024
2023-05,Placer,Non-Dual,"72,678",,,F,09MAY2024
2023-05,Plumas,Dual,"1,111",,,F,09MAY2024
2023-05,Plumas,Non-Dual,"5,917",,,F,09MAY2024
2023-05,Riverside,Dual,"96,414",,,F,09MAY2024
2023-05,Riverside,Non-Dual,"967,505",,,F,09MAY2024
2023-05,STATEWIDE,STATEWIDE,"16,051,565",,Statewide Total by MOE,F,09MAY2024
2023-05,Sacramento,Dual,"73,871",,,F,09MAY2024
2023-05,Sacramento,Non-Dual,"596,427",,,F,09MAY2024
2023-05,San Benito,Dual,"1,978",,,F,09MAY2024
2023-05,San Benito,Non-Dual,"20,533",,,F,09MAY2024
2023-05,San Bernardino,Dual,"94,304",,,F,09MAY2024
2023-05,San Bernardino,Non-Dual,"940,718",,,F,09MAY2024
2023-05,San Diego,Dual,"121,218",,,F,09MAY2024
2023-05,San Diego,Non-Dual,"969,389",,,F,09MAY2024
2023-05,San Francisco,Dual,"54,501",,,F,09MAY2024
2023-05,San Francisco,Non-Dual,"207,148",,,F,09MAY2024
2023-05,San Joaquin,Dual,"32,947",,,F,09MAY2024
2023-05,San Joaquin,Non-Dual,"313,828",,,F,09MAY2024
2023-05,San Luis Obispo,Dual,"8,260",,,F,09MAY2024
2023-05,San Luis Obispo,Non-Dual,"65,846",,,F,09MAY2024
2023-05,San Mateo,Dual,"20,733",,,F,09MAY2024
2023-05,San Mateo,Non-Dual,"156,718",,,F,09MAY2024
2023-05,Santa Barbara,Dual,"15,556",,,F,09MAY2024
2023-05,Santa Barbara,Non-Dual,"167,448",,,F,09MAY2024
2023-05,Santa Clara,Dual,"66,963",,,F,09MAY2024
2023-05,Santa Clara,Non-Dual,"452,355",,,F,09MAY2024
2023-05,Santa Cruz,Dual,"10,148",,,F,09MAY2024
2023-05,Santa Cruz,Non-Dual,"80,086",,,F,09MAY2024
2023-05,Shasta,Dual,"11,315",,,F,09MAY2024
2023-05,Shasta,Non-Dual,"65,286",,,F,09MAY2024
2023-05,Sierra,Dual,193,,,F,09MAY2024
2023-05,Sierra,Non-Dual,711,,,F,09MAY2024
2023-05,Siskiyou,Dual,"3,336",,,F,09MAY2024
2023-05,Siskiyou,Non-Dual,"17,688",,,F,09MAY2024
2023-05,Solano,Dual,"16,969",,,F,09MAY2024
2023-05,Solano,Non-Dual,"133,385",,,F,09MAY2024
2023-05,Sonoma,Dual,"16,515",,,F,09MAY2024
2023-05,Sonoma,Non-Dual,"130,944",,,F,09MAY2024
2023-05,Stanislaus,Dual,"25,674",,,F,09MAY2024
2023-05,Stanislaus,Non-Dual,"252,532",,,F,09MAY2024
2023-05,Sutter,Dual,"5,585",,,F,09MAY2024
2023-05,Sutter,Non-Dual,"43,148",,,F,09MAY2024
2023-05,Tehama,Dual,"4,225",,,F,09MAY2024
2023-05,Tehama,Non-Dual,"29,426",,,F,09MAY2024
2023-05,Trinity,Dual,929,,,F,09MAY2024
2023-05,Trinity,Non-Dual,"5,417",,,F,09MAY2024
2023-05,Tulare,Dual,"24,720",,,F,09MAY2024
2023-05,Tulare,Non-Dual,"274,425",,,F,09MAY2024
2023-05,Tuolumne,Dual,"2,691",,,F,09MAY2024
2023-05,Tuolumne,Non-Dual,"14,077",,,F,09MAY2024
2023-05,Ventura,Dual,"27,968",,,F,09MAY2024
2023-05,Ventura,Non-Dual,"248,040",,,F,09MAY2024
2023-05,Yolo,Dual,"7,376",,,F,09MAY2024
2023-05,Yolo,Non-Dual,"59,104",,,F,09MAY2024
2023-05,Yuba,Dual,"4,385",,,F,09MAY2024
2023-05,Yuba,Non-Dual,"35,563",,,F,09MAY2024
2023-04,Alameda,Dual,"68,469",,,F,08APR2024
2023-04,Alameda,Non-Dual,"441,703",,,F,08APR2024
2023-04,Alpine,Dual,42,,,F,08APR2024
2023-04,Alpine,Non-Dual,308,,,F,08APR2024
2023-04,Amador,Dual,"1,450",,,F,08APR2024
2023-04,Amador,Non-Dual,"8,765",,,F,08APR2024
2023-04,Butte,Dual,"11,864",,,F,08APR2024
2023-04,Butte,Non-Dual,"77,668",,,F,08APR2024
2023-04,Calaveras,Dual,"1,971",,,F,08APR2024
2023-04,Calaveras,Non-Dual,"13,023",,,F,08APR2024
2023-04,Colusa,Dual,"1,255",,,F,08APR2024
2023-04,Colusa,Non-Dual,"10,655",,,F,08APR2024
2023-04,Contra Costa,Dual,"37,632",,,F,08APR2024
2023-04,Contra Costa,Non-Dual,"301,951",,,F,08APR2024
2023-04,Del Norte,Dual,"1,946",,,F,08APR2024
2023-04,Del Norte,Non-Dual,"11,456",,,F,08APR2024
2023-04,El Dorado,Dual,"5,662",,,F,08APR2024
2023-04,El Dorado,Non-Dual,"40,095",,,F,08APR2024
2023-04,Fresno,Dual,"47,438",,,F,08APR2024
2023-04,Fresno,Non-Dual,"515,798",,,F,08APR2024
2023-04,Glenn,Dual,"1,711",,,F,08APR2024
2023-04,Glenn,Non-Dual,"13,217",,,F,08APR2024
2023-04,Humboldt,Dual,"7,836",,,F,08APR2024
2023-04,Humboldt,Non-Dual,"57,840",,,F,08APR2024
2023-04,Imperial,Dual,"16,119",,,F,08APR2024
2023-04,Imperial,Non-Dual,"95,889",,,F,08APR2024
2023-04,Inyo,Dual,860,,,F,08APR2024
2023-04,Inyo,Non-Dual,"5,969",,,F,08APR2024
2023-04,Kern,Dual,"41,320",,,F,08APR2024
2023-04,Kern,Non-Dual,"479,557",,,F,08APR2024
2023-04,Kings,Dual,"6,055",,,F,08APR2024
2023-04,Kings,Non-Dual,"65,987",,,F,08APR2024
2023-04,Lake,Dual,"5,738",,,F,08APR2024
2023-04,Lake,Non-Dual,"32,045",,,F,08APR2024
2023-04,Lassen,Dual,"1,329",,,F,08APR2024
2023-04,Lassen,Non-Dual,"8,658",,,F,08APR2024
2023-04,Los Angeles,Dual,"537,471",,,F,08APR2024
2023-04,Los Angeles,Non-Dual,"4,194,502",,,F,08APR2024
2023-04,Madera,Dual,"6,785",,,F,08APR2024
2023-04,Madera,Non-Dual,"81,633",,,F,08APR2024
2023-04,Marin,Dual,"6,444",,,F,08APR2024
2023-04,Marin,Non-Dual,"53,552",,,F,08APR2024
2023-04,Mariposa,Dual,914,,,F,08APR2024
2023-04,Mariposa,Non-Dual,"5,596",,,F,08APR2024
2023-04,Mendocino,Dual,"5,542",,,F,08APR2024
2023-04,Mendocino,Non-Dual,"40,099",,,F,08APR2024
2023-04,Merced,Dual,"13,708",,,F,08APR2024
2023-04,Merced,Non-Dual,"148,681",,,F,08APR2024
2023-04,Modoc,Dual,697,,,F,08APR2024
2023-04,Modoc,Non-Dual,"3,440",,,F,08APR2024
2023-04,Mono,Dual,252,,,F,08APR2024
2023-04,Mono,Non-Dual,"3,809",,,F,08APR2024
2023-04,Monterey,Dual,"16,055",,,F,08APR2024
2023-04,Monterey,Non-Dual,"212,802",,,F,08APR2024
2023-04,Napa,Dual,"4,786",,,F,08APR2024
2023-04,Napa,Non-Dual,"35,385",,,F,08APR2024
2023-04,Nevada,Dual,"3,871",,,F,08APR2024
2023-04,Nevada,Non-Dual,"26,942",,,F,08APR2024
2023-04,Orange,Dual,"119,910",,,F,08APR2024
2023-04,Orange,Non-Dual,"960,997",,,F,08APR2024
2023-04,Placer,Dual,"9,580",,,F,08APR2024
2023-04,Placer,Non-Dual,"72,378",,,F,08APR2024
2023-04,Plumas,Dual,"1,109",,,F,08APR2024
2023-04,Plumas,Non-Dual,"5,940",,,F,08APR2024
2023-04,Riverside,Dual,"95,732",,,F,08APR2024
2023-04,Riverside,Non-Dual,"964,123",,,F,08APR2024
2023-04,STATEWIDE,STATEWIDE,"15,981,071",,Statewide Total by MOE,F,08APR2024
2023-04,Sacramento,Dual,"73,586",,,F,08APR2024
2023-04,Sacramento,Non-Dual,"593,997",,,F,08APR2024
2023-04,San Benito,Dual,"1,963",,,F,08APR2024
2023-04,San Benito,Non-Dual,"20,463",,,F,08APR2024
2023-04,San Bernardino,Dual,"93,725",,,F,08APR2024
2023-04,San Bernardino,Non-Dual,"937,008",,,F,08APR2024
2023-04,San Diego,Dual,"120,696",,,F,08APR2024
2023-04,San Diego,Non-Dual,"964,642",,,F,08APR2024
2023-04,San Francisco,Dual,"54,395",,,F,08APR2024
2023-04,San Francisco,Non-Dual,"206,798",,,F,08APR2024
2023-04,San Joaquin,Dual,"32,806",,,F,08APR2024
2023-04,San Joaquin,Non-Dual,"312,535",,,F,08APR2024
2023-04,San Luis Obispo,Dual,"8,233",,,F,08APR2024
2023-04,San Luis Obispo,Non-Dual,"65,560",,,F,08APR2024
2023-04,San Mateo,Dual,"20,675",,,F,08APR2024
2023-04,San Mateo,Non-Dual,"155,827",,,F,08APR2024
2023-04,Santa Barbara,Dual,"15,450",,,F,08APR2024
2023-04,Santa Barbara,Non-Dual,"166,605",,,F,08APR2024
2023-04,Santa Clara,Dual,"66,690",,,F,08APR2024
2023-04,Santa Clara,Non-Dual,"451,290",,,F,08APR2024
2023-04,Santa Cruz,Dual,"10,090",,,F,08APR2024
2023-04,Santa Cruz,Non-Dual,"80,073",,,F,08APR2024
2023-04,Shasta,Dual,"11,280",,,F,08APR2024
2023-04,Shasta,Non-Dual,"65,064",,,F,08APR2024
2023-04,Sierra,Dual,194,,,F,08APR2024
2023-04,Sierra,Non-Dual,717,,,F,08APR2024
2023-04,Siskiyou,Dual,"3,313",,,F,08APR2024
2023-04,Siskiyou,Non-Dual,"17,635",,,F,08APR2024
2023-04,Solano,Dual,"16,878",,,F,08APR2024
2023-04,Solano,Non-Dual,"132,818",,,F,08APR2024
2023-04,Sonoma,Dual,"16,431",,,F,08APR2024
2023-04,Sonoma,Non-Dual,"130,117",,,F,08APR2024
2023-04,Stanislaus,Dual,"25,576",,,F,08APR2024
2023-04,Stanislaus,Non-Dual,"251,464",,,F,08APR2024
2023-04,Sutter,Dual,"5,573",,,F,08APR2024
2023-04,Sutter,Non-Dual,"42,994",,,F,08APR2024
2023-04,Tehama,Dual,"4,208",,,F,08APR2024
2023-04,Tehama,Non-Dual,"29,413",,,F,08APR2024
2023-04,Trinity,Dual,921,,,F,08APR2024
2023-04,Trinity,Non-Dual,"5,404",,,F,08APR2024
2023-04,Tulare,Dual,"24,673",,,F,08APR2024
2023-04,Tulare,Non-Dual,"273,706",,,F,08APR2024
2023-04,Tuolumne,Dual,"2,669",,,F,08APR2024
2023-04,Tuolumne,Non-Dual,"14,019",,,F,08APR2024
2023-04,Ventura,Dual,"27,784",,,F,08APR2024
2023-04,Ventura,Non-Dual,"247,000",,,F,08APR2024
2023-04,Yolo,Dual,"7,361",,,F,08APR2024
2023-04,Yolo,Non-Dual,"58,901",,,F,08APR2024
2023-04,Yuba,Dual,"4,377",,,F,08APR2024
2023-04,Yuba,Non-Dual,"35,458",,,F,08APR2024
2023-03,Alameda,Dual,"68,240",,,F,08MAR2024
2023-03,Alameda,Non-Dual,"440,040",,,F,08MAR2024
2023-03,Alpine,Dual,41,,,F,08MAR2024
2023-03,Alpine,Non-Dual,321,,,F,08MAR2024
2023-03,Amador,Dual,"1,449",,,F,08MAR2024
2023-03,Amador,Non-Dual,"8,747",,,F,08MAR2024
2023-03,Butte,Dual,"11,827",,,F,08MAR2024
2023-03,Butte,Non-Dual,"77,231",,,F,08MAR2024
2023-03,Calaveras,Dual,"1,961",,,F,08MAR2024
2023-03,Calaveras,Non-Dual,"13,030",,,F,08MAR2024
2023-03,Colusa,Dual,"1,247",,,F,08MAR2024
2023-03,Colusa,Non-Dual,"10,642",,,F,08MAR2024
2023-03,Contra Costa,Dual,"37,519",,,F,08MAR2024
2023-03,Contra Costa,Non-Dual,"300,488",,,F,08MAR2024
2023-03,Del Norte,Dual,"1,938",,,F,08MAR2024
2023-03,Del Norte,Non-Dual,"11,429",,,F,08MAR2024
2023-03,El Dorado,Dual,"5,613",,,F,08MAR2024
2023-03,El Dorado,Non-Dual,"39,944",,,F,08MAR2024
2023-03,Fresno,Dual,"47,257",,,F,08MAR2024
2023-03,Fresno,Non-Dual,"514,342",,,F,08MAR2024
2023-03,Glenn,Dual,"1,706",,,F,08MAR2024
2023-03,Glenn,Non-Dual,"13,216",,,F,08MAR2024
2023-03,Humboldt,Dual,"7,815",,,F,08MAR2024
2023-03,Humboldt,Non-Dual,"57,698",,,F,08MAR2024
2023-03,Imperial,Dual,"16,052",,,F,08MAR2024
2023-03,Imperial,Non-Dual,"95,537",,,F,08MAR2024
2023-03,Inyo,Dual,863,,,F,08MAR2024
2023-03,Inyo,Non-Dual,"5,954",,,F,08MAR2024
2023-03,Kern,Dual,"41,059",,,F,08MAR2024
2023-03,Kern,Non-Dual,"477,815",,,F,08MAR2024
2023-03,Kings,Dual,"6,057",,,F,08MAR2024
2023-03,Kings,Non-Dual,"65,763",,,F,08MAR2024
2023-03,Lake,Dual,"5,740",,,F,08MAR2024
2023-03,Lake,Non-Dual,"31,969",,,F,08MAR2024
2023-03,Lassen,Dual,"1,322",,,F,08MAR2024
2023-03,Lassen,Non-Dual,"8,620",,,F,08MAR2024
2023-03,Los Angeles,Dual,"535,884",,,F,08MAR2024
2023-03,Los Angeles,Non-Dual,"4,165,561",,,F,08MAR2024
2023-03,Madera,Dual,"6,753",,,F,08MAR2024
2023-03,Madera,Non-Dual,"81,421",,,F,08MAR2024
2023-03,Marin,Dual,"6,426",,,F,08MAR2024
2023-03,Marin,Non-Dual,"53,225",,,F,08MAR2024
2023-03,Mariposa,Dual,916,,,F,08MAR2024
2023-03,Mariposa,Non-Dual,"5,581",,,F,08MAR2024
2023-03,Mendocino,Dual,"5,526",,,F,08MAR2024
2023-03,Mendocino,Non-Dual,"39,985",,,F,08MAR2024
2023-03,Merced,Dual,"13,672",,,F,08MAR2024
2023-03,Merced,Non-Dual,"148,366",,,F,08MAR2024
2023-03,Modoc,Dual,692,,,F,08MAR2024
2023-03,Modoc,Non-Dual,"3,436",,,F,08MAR2024
2023-03,Mono,Dual,250,,,F,08MAR2024
2023-03,Mono,Non-Dual,"3,790",,,F,08MAR2024
2023-03,Monterey,Dual,"15,999",,,F,08MAR2024
2023-03,Monterey,Non-Dual,"212,110",,,F,08MAR2024
2023-03,Napa,Dual,"4,777",,,F,08MAR2024
2023-03,Napa,Non-Dual,"35,164",,,F,08MAR2024
2023-03,Nevada,Dual,"3,850",,,F,08MAR2024
2023-03,Nevada,Non-Dual,"26,854",,,F,08MAR2024
2023-03,Orange,Dual,"119,107",,,F,08MAR2024
2023-03,Orange,Non-Dual,"955,462",,,F,08MAR2024
2023-03,Placer,Dual,"9,527",,,F,08MAR2024
2023-03,Placer,Non-Dual,"71,939",,,F,08MAR2024
2023-03,Plumas,Dual,"1,095",,,F,08MAR2024
2023-03,Plumas,Non-Dual,"5,941",,,F,08MAR2024
2023-03,Riverside,Dual,"95,173",,,F,08MAR2024
2023-03,Riverside,Non-Dual,"957,593",,,F,08MAR2024
2023-03,STATEWIDE,STATEWIDE,"15,897,515",,Statewide Total by MOE,F,08MAR2024
2023-03,Sacramento,Dual,"73,248",,,F,08MAR2024
2023-03,Sacramento,Non-Dual,"590,386",,,F,08MAR2024
2023-03,San Benito,Dual,"1,962",,,F,08MAR2024
2023-03,San Benito,Non-Dual,"20,451",,,F,08MAR2024
2023-03,San Bernardino,Dual,"93,316",,,F,08MAR2024
2023-03,San Bernardino,Non-Dual,"932,592",,,F,08MAR2024
2023-03,San Diego,Dual,"120,089",,,F,08MAR2024
2023-03,San Diego,Non-Dual,"958,842",,,F,08MAR2024
2023-03,San Francisco,Dual,"54,246",,,F,08MAR2024
2023-03,San Francisco,Non-Dual,"206,144",,,F,08MAR2024
2023-03,San Joaquin,Dual,"32,638",,,F,08MAR2024
2023-03,San Joaquin,Non-Dual,"311,472",,,F,08MAR2024
2023-03,San Luis Obispo,Dual,"8,176",,,F,08MAR2024
2023-03,San Luis Obispo,Non-Dual,"65,244",,,F,08MAR2024
2023-03,San Mateo,Dual,"20,566",,,F,08MAR2024
2023-03,San Mateo,Non-Dual,"154,910",,,F,08MAR2024
2023-03,Santa Barbara,Dual,"15,398",,,F,08MAR2024
2023-03,Santa Barbara,Non-Dual,"165,707",,,F,08MAR2024
2023-03,Santa Clara,Dual,"66,508",,,F,08MAR2024
2023-03,Santa Clara,Non-Dual,"448,570",,,F,08MAR2024
2023-03,Santa Cruz,Dual,"10,047",,,F,08MAR2024
2023-03,Santa Cruz,Non-Dual,"79,971",,,F,08MAR2024
2023-03,Shasta,Dual,"11,230",,,F,08MAR2024
2023-03,Shasta,Non-Dual,"64,793",,,F,08MAR2024
2023-03,Sierra,Dual,192,,,F,08MAR2024
2023-03,Sierra,Non-Dual,711,,,F,08MAR2024
2023-03,Siskiyou,Dual,"3,309",,,F,08MAR2024
2023-03,Siskiyou,Non-Dual,"17,637",,,F,08MAR2024
2023-03,Solano,Dual,"16,764",,,F,08MAR2024
2023-03,Solano,Non-Dual,"132,394",,,F,08MAR2024
2023-03,Sonoma,Dual,"16,357",,,F,08MAR2024
2023-03,Sonoma,Non-Dual,"129,426",,,F,08MAR2024
2023-03,Stanislaus,Dual,"25,540",,,F,08MAR2024
2023-03,Stanislaus,Non-Dual,"250,537",,,F,08MAR2024
2023-03,Sutter,Dual,"5,558",,,F,08MAR2024
2023-03,Sutter,Non-Dual,"42,772",,,F,08MAR2024
2023-03,Tehama,Dual,"4,187",,,F,08MAR2024
2023-03,Tehama,Non-Dual,"29,276",,,F,08MAR2024
2023-03,Trinity,Dual,918,,,F,08MAR2024
2023-03,Trinity,Non-Dual,"5,380",,,F,08MAR2024
2023-03,Tulare,Dual,"24,570",,,F,08MAR2024
2023-03,Tulare,Non-Dual,"272,819",,,F,08MAR2024
2023-03,Tuolumne,Dual,"2,655",,,F,08MAR2024
2023-03,Tuolumne,Non-Dual,"13,921",,,F,08MAR2024
2023-03,Ventura,Dual,"27,675",,,F,08MAR2024
2023-03,Ventura,Non-Dual,"245,960",,,F,08MAR2024
2023-03,Yolo,Dual,"7,321",,,F,08MAR2024
2023-03,Yolo,Non-Dual,"58,798",,,F,08MAR2024
2023-03,Yuba,Dual,"4,353",,,F,08MAR2024
2023-03,Yuba,Non-Dual,"35,412",,,F,08MAR2024
2023-02,Alameda,Dual,"68,046",,,F,06FEB2024
2023-02,Alameda,Non-Dual,"437,130",,,F,06FEB2024
2023-02,Alpine,Dual,39,,,F,06FEB2024
2023-02,Alpine,Non-Dual,302,,,F,06FEB2024
2023-02,Amador,Dual,"1,430",,,F,06FEB2024
2023-02,Amador,Non-Dual,"8,697",,,F,06FEB2024
2023-02,Butte,Dual,"11,758",,,F,06FEB2024
2023-02,Butte,Non-Dual,"76,634",,,F,06FEB2024
2023-02,Calaveras,Dual,"1,954",,,F,06FEB2024
2023-02,Calaveras,Non-Dual,"12,994",,,F,06FEB2024
2023-02,Colusa,Dual,"1,228",,,F,06FEB2024
2023-02,Colusa,Non-Dual,"10,583",,,F,06FEB2024
2023-02,Contra Costa,Dual,"37,322",,,F,06FEB2024
2023-02,Contra Costa,Non-Dual,"298,404",,,F,06FEB2024
2023-02,Del Norte,Dual,"1,927",,,F,06FEB2024
2023-02,Del Norte,Non-Dual,"11,371",,,F,06FEB2024
2023-02,El Dorado,Dual,"5,575",,,F,06FEB2024
2023-02,El Dorado,Non-Dual,"39,727",,,F,06FEB2024
2023-02,Fresno,Dual,"47,077",,,F,06FEB2024
2023-02,Fresno,Non-Dual,"512,808",,,F,06FEB2024
2023-02,Glenn,Dual,"1,690",,,F,06FEB2024
2023-02,Glenn,Non-Dual,"13,152",,,F,06FEB2024
2023-02,Humboldt,Dual,"7,720",,,F,06FEB2024
2023-02,Humboldt,Non-Dual,"57,431",,,F,06FEB2024
2023-02,Imperial,Dual,"15,974",,,F,06FEB2024
2023-02,Imperial,Non-Dual,"95,154",,,F,06FEB2024
2023-02,Inyo,Dual,861,,,F,06FEB2024
2023-02,Inyo,Non-Dual,"5,916",,,F,06FEB2024
2023-02,Kern,Dual,"40,737",,,F,06FEB2024
2023-02,Kern,Non-Dual,"475,215",,,F,06FEB2024
2023-02,Kings,Dual,"5,998",,,F,06FEB2024
2023-02,Kings,Non-Dual,"65,399",,,F,06FEB2024
2023-02,Lake,Dual,"5,690",,,F,06FEB2024
2023-02,Lake,Non-Dual,"31,799",,,F,06FEB2024
2023-02,Lassen,Dual,"1,316",,,F,06FEB2024
2023-02,Lassen,Non-Dual,"8,597",,,F,06FEB2024
2023-02,Los Angeles,Dual,"533,577",,,F,06FEB2024
2023-02,Los Angeles,Non-Dual,"4,141,067",,,F,06FEB2024
2023-02,Madera,Dual,"6,703",,,F,06FEB2024
2023-02,Madera,Non-Dual,"80,835",,,F,06FEB2024
2023-02,Marin,Dual,"6,370",,,F,06FEB2024
2023-02,Marin,Non-Dual,"52,835",,,F,06FEB2024
2023-02,Mariposa,Dual,902,,,F,06FEB2024
2023-02,Mariposa,Non-Dual,"5,557",,,F,06FEB2024
2023-02,Mendocino,Dual,"5,485",,,F,06FEB2024
2023-02,Mendocino,Non-Dual,"39,839",,,F,06FEB2024
2023-02,Merced,Dual,"13,623",,,F,06FEB2024
2023-02,Merced,Non-Dual,"147,562",,,F,06FEB2024
2023-02,Modoc,Dual,689,,,F,06FEB2024
2023-02,Modoc,Non-Dual,"3,416",,,F,06FEB2024
2023-02,Mono,Dual,250,,,F,06FEB2024
2023-02,Mono,Non-Dual,"3,776",,,F,06FEB2024
2023-02,Monterey,Dual,"15,890",,,F,06FEB2024
2023-02,Monterey,Non-Dual,"211,052",,,F,06FEB2024
2023-02,Napa,Dual,"4,761",,,F,06FEB2024
2023-02,Napa,Non-Dual,"34,885",,,F,06FEB2024
2023-02,Nevada,Dual,"3,804",,,F,06FEB2024
2023-02,Nevada,Non-Dual,"26,648",,,F,06FEB2024
2023-02,Orange,Dual,"118,462",,,F,06FEB2024
2023-02,Orange,Non-Dual,"950,948",,,F,06FEB2024
2023-02,Placer,Dual,"9,475",,,F,06FEB2024
2023-02,Placer,Non-Dual,"71,260",,,F,06FEB2024
2023-02,Plumas,Dual,"1,088",,,F,06FEB2024
2023-02,Plumas,Non-Dual,"5,929",,,F,06FEB2024
2023-02,Riverside,Dual,"94,441",,,F,06FEB2024
2023-02,Riverside,Non-Dual,"950,217",,,F,06FEB2024
2023-02,STATEWIDE,STATEWIDE,"15,798,053",,Statewide Total by MOE,F,06FEB2024
2023-02,Sacramento,Dual,"73,004",,,F,06FEB2024
2023-02,Sacramento,Non-Dual,"588,283",,,F,06FEB2024
2023-02,San Benito,Dual,"1,948",,,F,06FEB2024
2023-02,San Benito,Non-Dual,"20,277",,,F,06FEB2024
2023-02,San Bernardino,Dual,"92,795",,,F,06FEB2024
2023-02,San Bernardino,Non-Dual,"927,260",,,F,06FEB2024
2023-02,San Diego,Dual,"119,387",,,F,06FEB2024
2023-02,San Diego,Non-Dual,"953,136",,,F,06FEB2024
2023-02,San Francisco,Dual,"54,107",,,F,06FEB2024
2023-02,San Francisco,Non-Dual,"203,350",,,F,06FEB2024
2023-02,San Joaquin,Dual,"32,431",,,F,06FEB2024
2023-02,San Joaquin,Non-Dual,"309,788",,,F,06FEB2024
2023-02,San Luis Obispo,Dual,"8,116",,,F,06FEB2024
2023-02,San Luis Obispo,Non-Dual,"64,923",,,F,06FEB2024
2023-02,San Mateo,Dual,"20,456",,,F,06FEB2024
2023-02,San Mateo,Non-Dual,"153,943",,,F,06FEB2024
2023-02,Santa Barbara,Dual,"15,324",,,F,06FEB2024
2023-02,Santa Barbara,Non-Dual,"165,033",,,F,06FEB2024
2023-02,Santa Clara,Dual,"66,220",,,F,06FEB2024
2023-02,Santa Clara,Non-Dual,"437,073",,,F,06FEB2024
2023-02,Santa Cruz,Dual,"9,977",,,F,06FEB2024
